################################################################################
# Collectl:   V4.0.4-1  HiRes: 1  Options: -P -ou -R 80s -f/tmp/cops2_2 
# Host:       node-4  DaemonOpts: 
# Booted:     1495646150.34 [20170524-11:15:50]
# Distro:     debian stretch/sid, Ubuntu 16.04.1 LTS  Platform: 
# Date:       20170524-134548  Secs: 1495655148 TZ: -0600
# SubSys:     cdn Options: u Interval: 1 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2992.745 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     4.4.0-45-generic  Memory: 1916728 kB  Swap: 3145724 kB
# NumDisks:   1 DiskNames: sda
# NumNets:    7 NetNames: enp10s3f0:?? lo:?? enp6s7:100 enp9s4f0:1000 enp10s3f1:?? enp7s8:?? enp9s4f1:??
# SCSI:       CD:0:00:00:00 DA:2:00:01:00 PR:2:00:06:00
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
20170524 13:45:50 51 0 4 0 0 0 0 44 56 0 0 1203 1962 3 226 4 0.45 0.29 0.18 4 0 366 368 64 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:51 24 0 2 3 0 0 0 71 26 0 0 825 1356 0 226 0 0.45 0.29 0.18 0 0 225 245 59 66 0 0 0 0 0 0 10 10 0 141 141 0 25 25
20170524 13:45:52 16 0 1 0 0 0 0 83 17 0 0 937 1642 0 226 0 0.45 0.29 0.18 0 0 264 280 133 104 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:53 22 0 2 0 0 0 0 75 25 0 0 1210 2153 0 226 2 0.45 0.29 0.18 2 0 385 422 190 190 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:54 34 0 3 0 0 1 0 62 38 0 0 1514 2621 0 226 0 0.42 0.28 0.18 1 0 474 515 236 220 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:55 26 0 2 0 0 1 0 71 29 0 0 1528 2716 0 226 0 0.42 0.28 0.18 0 0 505 555 256 233 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:56 23 0 3 1 0 0 0 74 26 0 0 1318 2311 0 226 0 0.42 0.28 0.18 0 0 404 459 198 228 0 0 0 0 0 0 17 17 0 96 96 0 7 7
20170524 13:45:57 62 0 6 0 0 2 0 32 68 0 0 1606 2530 0 226 3 0.42 0.28 0.18 3 0 403 457 197 235 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:58 56 0 3 0 0 1 0 39 61 0 0 1747 2487 0 226 0 0.42 0.28 0.18 2 0 455 498 223 225 0 1 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:59 18 0 2 0 0 1 0 80 20 0 0 1405 2428 0 226 0 0.46 0.29 0.19 2 0 461 520 220 277 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:46:00 17 0 2 0 0 1 0 81 19 0 0 1517 2570 0 226 3 0.46 0.29 0.19 2 0 479 536 240 255 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:46:01 28 0 1 0 0 0 0 71 29 0 0 1355 2191 0 226 0 0.46 0.29 0.19 2 0 392 448 189 243 0 0 0 0 0 0 0 0 0 0 0 0 0 0
