################################################################################
# Collectl:   V4.0.4-1  HiRes: 1  Options: -P -ou -R 80s -f/tmp/cops2_2 
# Host:       node-1  DaemonOpts: 
# Booted:     1495646151.16 [20170524-11:15:51]
# Distro:     debian stretch/sid, Ubuntu 16.04.1 LTS  Platform: 
# Date:       20170524-134548  Secs: 1495655148 TZ: -0600
# SubSys:     cdn Options: u Interval: 1 NumCPUs: 2 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2992.783 Cores: 1  Siblings: 2 Nodes: 1
# Kernel:     4.4.0-45-generic  Memory: 1916728 kB  Swap: 3145724 kB
# NumDisks:   2 DiskNames: sdb sda
# NumNets:    7 NetNames: enp10s3f0:?? lo:?? enp6s7:100 enp9s4f0:1000 enp10s3f1:?? enp7s8:?? enp9s4f1:??
# SCSI:       CD:0:00:00:00 DA:2:00:00:00 DA:2:00:01:00 PR:2:00:06:00
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot
20170524 13:45:50 98 0 1 0 0 1 0 0 100 0 0 871 909 1 291 5 7.34 6.17 4.08 5 0 140 128 25 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:51 90 6 3 0 0 0 0 1 98 0 0 1460 2312 17 308 2 7.34 6.17 4.08 2 0 293 282 84 96 0 0 0 0 0 0 24 24 0 1976 1976 0 456 456
20170524 13:45:52 86 8 3 0 0 0 0 1 99 0 0 1022 1874 15 323 8 7.34 6.17 4.08 8 0 159 134 93 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:53 89 8 2 0 0 1 0 0 100 0 0 1225 1852 0 323 5 7.34 6.17 4.08 5 0 215 151 138 78 0 0 0 0 0 0 38 38 0 2400 2400 0 478 478
20170524 13:45:54 90 8 2 0 0 0 0 0 100 0 0 1191 2222 0 323 5 7.34 6.17 4.08 5 0 248 182 157 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:55 91 8 1 0 0 0 0 0 100 0 0 1092 1786 0 323 6 7.15 6.15 4.09 6 0 207 139 132 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20170524 13:45:56 90 8 2 0 0 1 0 0 100 0 0 1253 2376 0 323 6 7.15 6.15 4.09 6 0 246 174 158 108 0 0 0 0 0 1 27 28 4 2108 2112 0 491 491
20170524 13:45:57 90 9 1 0 0 1 0 0 100 0 0 1249 1919 0 323 6 7.15 6.15 4.09 6 0 208 136 164 48 0 1 0 0 0 0 9 9 0 980 980 0 151 151
20170524 13:45:58 86 10 2 0 0 1 0 0 100 0 0 1157 2432 0 323 5 7.15 6.15 4.09 5 0 241 155 169 86 0 0 0 0 0 0 19 19 0 1312 1312 0 291 291
20170524 13:45:59 86 12 2 0 0 1 0 0 100 0 0 1207 2627 0 323 8 7.15 6.15 4.09 7 0 273 187 183 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0
